id,pid,lot_frontage,lot_area,street,alley,land_contour,utilities,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,condition_artery,condition_feedr,exterior_2nd,condition_posa,condition_posn,condition_rrae,condition_rran,mas_vnr_area,condition_rrnn,exter_qual,exter_cond,bsmt_cond,bsmt_exposure,freshness,bsmtfin_sf_1,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,totbsmtfin_sq_ft,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_yr_blt,total_sq_ft,garage_finish,totfin_sq_ft,garage_cars,bsmtfin_type_alq,bsmt_bath,bsmtfin_type_blq,bsmtfin_type_glq,bsmtfin_type_lwq,bsmtfin_type_rec,garage_area,garage_qual,total_bath,garage_cond,totrooms,wood_deck_sf,open_porch_sf,enclosed_porch_sf,3ssn_porch_sf,screen_porch_sf,misc_feature,misc_val,saleprice,ms_zoning_a_(agr),ms_zoning_c_(all),ms_zoning_fv,ms_zoning_i_(all),ms_zoning_rh,ms_zoning_rl,ms_zoning_rm,lot_shape_ir1,lot_shape_ir2,lot_shape_ir3,lot_shape_reg,lot_config_corner,lot_config_culdsac,lot_config_fr2,lot_config_fr3,wood_deck,open_porch,lot_config_inside,enclosed_porch,land_slope_gtl,3ssn_porch,land_slope_mod,screen_porch,land_slope_sev,neighborhood_blmngtn,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_npkvill,neighborhood_nwames,neighborhood_noridge,neighborhood_nridght,neighborhood_oldtown,neighborhood_swisu,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_timber,neighborhood_veenker,bldg_type_1fam,bldg_type_2fmcon,bldg_type_duplex,bldg_type_twnhs,bldg_type_twnhse,house_style_1.5fin,house_style_1.5unf,house_style_1story,house_style_2.5fin,house_style_2.5unf,house_style_2story,house_style_sfoyer,house_style_slvl,roof_style_flat,roof_style_gable,roof_style_gambrel,roof_style_hip,roof_style_mansard,roof_style_shed,roof_matl_clytile,roof_matl_compshg,roof_matl_membran,roof_matl_tar&grv,roof_matl_wdshake,roof_matl_wdshngl,mas_vnr_type_0,mas_vnr_type_brkcmn,mas_vnr_type_brkface,mas_vnr_type_stone,foundation_brktil,foundation_cblock,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,bsmt_qual_0,bsmt_qual_ex,bsmt_qual_fa,bsmt_qual_gd,bsmt_qual_po,bsmt_qual_ta,heating_gasa,heating_gasw,heating_grav,heating_othw,heating_wall,central_air_n,central_air_y,electrical_fusea,electrical_fusef,electrical_fusep,electrical_mix,electrical_sbrkr,garage_type_0,garage_type_2types,garage_type_attchd,garage_type_basment,garage_type_builtin,garage_type_carport,garage_type_detchd,paved_drive_n,paved_drive_p,paved_drive_y,fence_0,fence_gdprv,fence_gdwo,fence_mnprv,fence_mnww,sale_type_cod,sale_type_cwd,sale_type_con,sale_type_conld,sale_type_conli,sale_type_conlw,sale_type_new,sale_type_oth,sale_type_wd_
2052,905101200,61.0,7943,Pave,0,Lvl,AllPub,4,5,1961,1961,VinylSd,0,1,VinylSd,0,0,0,0,192.0,0,3,2,3.0,1.0,0,903.0,0.0,126.0,1029.0,4,1029,0,0,1.0,0.0,1,0,903.0,3,1,3,5,8,0,0.0,1961.0,2058.0,Unf,903.0,1.0,0,1.0,0,0,0,1,261.0,3.0,2.0,0.0,7.0,64,0,39,0,0,0,0,118500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2702,904101040,92.0,6930,Pave,0,Lvl,AllPub,5,4,1958,1958,Wd Sdng,0,0,ImStucc,0,0,0,0,120.0,0,3,3,3.0,2.0,0,300.0,294.0,468.0,1062.0,5,1352,0,0,0.0,1.0,1,0,594.0,3,1,4,6,6,0,0.0,1958.0,2414.0,Unf,594.0,1.0,0,1.0,1,0,0,1,288.0,3.0,2.0,0.0,8.0,168,0,294,0,0,0,0,130000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1981,902128160,60.0,7200,Pave,0,Lvl,AllPub,5,8,1940,1950,VinylSd,0,0,VinylSd,0,0,0,0,279.0,0,3,3,3.0,0.0,10,0.0,0.0,808.0,808.0,5,1072,0,0,0.0,0.0,1,0,0.0,2,1,3,5,8,2,4.0,1940.0,1880.0,Unf,0.0,2.0,0,0.0,0,0,0,0,379.0,3.0,1.0,0.0,6.0,0,0,0,0,0,0,0,130000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2335,527214060,82.0,16052,Pave,0,Lvl,AllPub,10,5,2006,2006,VinylSd,0,0,VinylSd,0,0,0,0,734.0,0,5,3,3.0,0.0,0,1206.0,0.0,644.0,1850.0,5,1850,848,0,1.0,0.0,2,1,1206.0,4,1,5,11,8,1,4.0,2006.0,4548.0,RFn,1206.0,3.0,0,1.0,0,1,0,0,736.0,3.0,4.0,0.0,15.0,250,0,0,0,0,0,0,535000,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
563,532378180,65.0,7150,Pave,0,Lvl,AllPub,5,6,1962,1962,VinylSd,0,1,VinylSd,0,0,0,0,60.0,0,3,3,3.0,0.0,0,140.0,590.0,182.0,912.0,4,912,0,0,0.0,1.0,1,0,730.0,3,1,3,6,8,0,0.0,1962.0,1824.0,Unf,730.0,1.0,0,1.0,1,0,1,0,252.0,3.0,2.0,0.0,8.0,0,0,0,0,0,0,0,123000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1502,908201110,65.0,6012,Pave,0,Lvl,AllPub,4,5,1955,1955,AsbShng,0,0,Plywood,0,0,0,0,0.0,0,3,2,0.0,0.0,0,0.0,0.0,0.0,0.0,3,1152,0,0,0.0,0.0,2,0,0.0,2,2,3,6,8,0,0.0,0.0,1152.0,0,0.0,0.0,0,0.0,0,0,0,0,0.0,0.0,2.0,0.0,8.0,0,0,0,0,0,0,0,82000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1310,902300260,53.0,5350,Pave,0,Lvl,AllPub,7,8,1920,1965,Wd Sdng,1,0,Wd Shng,0,0,0,0,0.0,0,3,3,3.0,0.0,45,116.0,0.0,508.0,624.0,5,730,720,0,0.0,0.0,1,0,116.0,3,1,3,7,8,0,0.0,1935.0,2074.0,Unf,116.0,1.0,0,0.0,1,0,0,0,288.0,3.0,1.0,0.0,8.0,0,192,0,0,0,0,0,132000,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
2598,535376100,60.0,5400,Pave,0,Lvl,AllPub,5,6,1921,1968,MetalSd,0,0,MetalSd,0,0,0,0,0.0,0,3,3,3.0,0.0,47,0.0,0.0,1073.0,1073.0,5,1073,0,0,0.0,0.0,1,0,0.0,2,1,3,4,8,0,0.0,1968.0,2146.0,Unf,0.0,1.0,0,0.0,0,0,0,0,326.0,3.0,1.0,0.0,5.0,0,0,112,0,0,0,0,108480,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2715,905107220,0.0,9535,Pave,0,Lvl,AllPub,5,5,1967,1967,HdBoard,0,0,HdBoard,0,0,0,0,450.0,0,3,3,3.0,0.0,0,194.0,982.0,0.0,1176.0,3,1458,0,0,1.0,0.0,1,1,1176.0,3,1,3,7,8,1,3.0,1967.0,2634.0,Unf,1176.0,2.0,0,1.0,1,0,1,0,512.0,3.0,3.0,0.0,10.0,284,0,0,0,0,0,0,165000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1810,531376060,65.0,7441,Pave,0,Lvl,AllPub,7,5,2006,2006,VinylSd,0,0,VinylSd,0,0,0,0,170.0,0,4,3,3.0,0.0,0,0.0,0.0,1461.0,1461.0,5,1486,0,0,0.0,0.0,2,0,0.0,3,1,4,7,8,0,0.0,2006.0,2947.0,RFn,0.0,2.0,0,0.0,0,0,0,0,566.0,3.0,2.0,0.0,9.0,0,32,0,0,0,0,0,181000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
778,905200260,88.0,15400,Pave,0,Lvl,AllPub,5,5,1961,1961,HdBoard,0,0,HdBoard,0,0,0,0,0.0,0,3,3,4.0,0.0,0,0.0,0.0,552.0,552.0,3,904,611,259,0.0,0.0,2,0,0.0,4,1,3,8,8,1,3.0,1961.0,2067.0,Unf,0.0,1.0,0,0.0,0,0,0,0,384.0,3.0,2.0,0.0,10.0,290,40,0,0,0,0,0,165000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
339,924100050,68.0,10544,Pave,0,Lvl,AllPub,5,5,1969,1969,HdBoard,0,0,HdBoard,0,0,0,0,0.0,0,3,3,3.0,2.0,0,476.0,0.0,388.0,864.0,3,864,615,0,0.0,0.0,2,0,476.0,5,1,3,8,8,0,0.0,1969.0,2343.0,Fin,476.0,1.0,0,0.0,1,0,0,0,275.0,3.0,2.0,0.0,10.0,287,0,280,0,0,0,0,161000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2460,528445010,85.0,10936,Pave,0,Lvl,AllPub,8,5,2006,2006,VinylSd,0,1,VinylSd,0,0,0,0,60.0,0,4,3,3.0,0.0,0,0.0,0.0,1504.0,1504.0,5,1504,0,0,0.0,0.0,2,0,0.0,3,1,4,7,8,0,0.0,2006.0,3008.0,Fin,0.0,2.0,0,0.0,0,0,0,0,510.0,3.0,2.0,0.0,9.0,144,0,0,0,0,0,0,199000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
320,916455170,80.0,11316,Pave,0,Lvl,AllPub,7,5,2002,2003,VinylSd,0,0,VinylSd,0,0,0,0,44.0,0,4,3,3.0,0.0,1,624.0,0.0,193.0,817.0,5,824,1070,0,1.0,0.0,2,1,624.0,4,1,4,8,8,1,4.0,2002.0,2711.0,Fin,624.0,2.0,0,1.0,0,1,0,0,510.0,3.0,4.0,0.0,12.0,0,40,0,0,0,0,0,214900,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
2461,528456200,72.0,8640,Pave,0,Lvl,AllPub,8,5,2006,2006,VinylSd,0,0,VinylSd,0,0,0,0,0.0,0,4,3,3.0,0.0,0,24.0,0.0,1254.0,1278.0,5,1278,0,0,0.0,0.0,2,0,24.0,2,1,4,5,8,0,0.0,2006.0,2556.0,RFn,24.0,2.0,0,0.0,0,1,0,0,584.0,3.0,2.0,0.0,7.0,0,60,0,0,0,0,0,198600,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2449,528348010,93.0,12090,Pave,0,Lvl,AllPub,8,5,1998,1998,VinylSd,0,0,VinylSd,0,0,0,0,650.0,0,4,3,3.0,0.0,0,0.0,0.0,1141.0,1141.0,4,1165,1098,0,0.0,0.0,2,1,0.0,4,1,4,10,8,1,3.0,1998.0,3404.0,Fin,0.0,2.0,0,0.0,0,0,0,0,420.0,3.0,3.0,0.0,13.0,144,123,0,0,0,0,0,258000,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
817,906230020,0.0,7939,Pave,0,Lvl,AllPub,7,5,2000,2000,VinylSd,0,1,VinylSd,0,0,0,0,23.0,0,3,3,3.0,0.0,0,820.0,0.0,348.0,1168.0,5,1168,1619,0,2.0,0.0,4,2,820.0,6,2,3,8,8,2,3.0,2000.0,3955.0,Fin,820.0,4.0,0,2.0,0,1,0,0,820.0,3.0,8.0,0.0,16.0,312,0,0,0,0,0,0,269500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1096,528290090,0.0,7750,Pave,0,Lvl,AllPub,7,5,2002,2002,VinylSd,0,0,VinylSd,0,0,0,1,0.0,0,4,3,3.0,0.0,0,0.0,0.0,707.0,707.0,5,707,707,0,0.0,0.0,2,1,0.0,3,1,4,6,8,1,4.0,2002.0,2121.0,Fin,0.0,2.0,0,0.0,0,0,0,0,403.0,3.0,3.0,0.0,9.0,100,35,0,0,0,0,0,176000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1893,534403040,85.0,9350,Pave,0,Lvl,AllPub,6,7,1964,1991,HdBoard,0,0,HdBoard,0,0,0,0,108.0,0,3,3,3.0,3.0,27,270.0,580.0,452.0,1302.0,5,1302,0,0,0.0,1.0,2,0,850.0,3,1,4,7,7,0,0.0,1964.0,2604.0,RFn,850.0,1.0,1,1.0,0,0,1,0,309.0,3.0,3.0,0.0,10.0,333,0,0,0,0,0,0,158000,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
479,528240060,0.0,7750,Pave,0,Lvl,AllPub,8,5,2002,2002,VinylSd,0,0,VinylSd,0,0,0,0,0.0,0,4,3,3.0,0.0,0,353.0,0.0,55.0,408.0,5,779,640,0,1.0,0.0,2,1,353.0,3,1,4,7,8,1,3.0,2002.0,1827.0,Fin,353.0,2.0,0,1.0,0,1,0,0,527.0,3.0,4.0,0.0,11.0,120,0,0,0,0,0,0,184100,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1657,527357020,128.0,13001,Pave,0,Lvl,AllPub,6,5,1971,1971,HdBoard,0,0,HdBoard,0,1,0,0,176.0,0,3,3,3.0,1.0,0,492.0,121.0,1012.0,1625.0,3,1220,0,0,0.0,1.0,2,0,613.0,2,1,3,6,8,1,3.0,1971.0,2845.0,Unf,613.0,2.0,1,1.0,1,0,0,0,944.0,3.0,3.0,0.0,9.0,0,0,249,0,0,0,0,170000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
937,909452050,0.0,13607,Pave,0,Lvl,AllPub,6,6,1986,1986,VinylSd,0,0,VinylSd,0,0,0,0,242.0,0,3,4,3.0,0.0,0,454.0,0.0,118.0,572.0,4,1182,800,0,1.0,0.0,2,1,454.0,3,1,3,6,8,1,3.0,1986.0,2554.0,Fin,454.0,2.0,1,1.0,0,0,0,0,501.0,3.0,4.0,0.0,10.0,400,112,0,0,0,Shed,1500,208000,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
879,907290210,0.0,4435,Pave,0,Lvl,AllPub,6,5,2003,2003,VinylSd,0,0,VinylSd,0,0,0,0,170.0,0,4,3,3.0,2.0,0,685.0,0.0,163.0,848.0,5,848,0,0,1.0,0.0,1,0,685.0,1,1,4,4,8,0,0.0,2003.0,1696.0,Fin,685.0,2.0,0,1.0,0,1,0,0,420.0,3.0,2.0,0.0,6.0,140,0,0,0,0,0,0,140000,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
945,911370500,44.0,3843,Pave,0,HLS,AllPub,8,5,2007,2008,CemntBd,0,0,CmentBd,0,0,0,0,174.0,0,5,3,3.0,3.0,1,1476.0,0.0,120.0,1596.0,5,1648,0,0,1.0,1.0,2,0,1476.0,2,1,5,5,8,1,4.0,2007.0,3244.0,Fin,1476.0,2.0,0,2.0,0,1,0,0,482.0,3.0,4.0,0.0,9.0,162,53,0,153,0,0,0,230000,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
1010,527183060,65.0,5950,Pave,0,HLS,AllPub,8,5,1989,1989,HdBoard,0,0,HdBoard,0,0,0,0,0.0,0,4,3,3.0,3.0,0,319.0,0.0,1018.0,1337.0,4,1337,0,0,1.0,0.0,2,0,319.0,2,1,4,5,8,1,3.0,1989.0,2674.0,RFn,319.0,2.0,0,1.0,0,1,0,0,462.0,3.0,3.0,0.0,8.0,0,73,154,0,0,0,0,188500,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
